,company,epoch,frac,seed,test acc,test loss,total time,train acc,train loss,train time,train_acc,train_loss,train_time,valid acc,valid loss,valid time,valid_acc,valid_loss,valid_time
0,small,1,0.01,4,0.0,0,0.0013171310001780512,,,,,,0.0013171310001780512,,,,0.1346153846153846,2.301983173076923,0.2676780189995043
1,small,2,0.01,4,0.0,0,0.0012006139986624476,,,,,,0.0012006139986624476,,,,0.1346153846153846,2.301983173076923,0.0073522530001355335
2,small,3,0.01,4,0.0,0,0.0007618420004291693,,,,,,0.0007618420004291693,,,,0.1346153846153846,2.301983173076923,0.005357355999876745
3,small,4,0.01,4,0.0,0,0.0006577799995284295,,,,,,0.0006577799995284295,,,,0.1346153846153846,2.301983173076923,0.005365555000025779
4,small,5,0.01,4,0.0,0,0.0009068250001291744,,,,,,0.0009068250001291744,,,,0.1346153846153846,2.301983173076923,0.005704213999706553
5,small,6,0.01,4,0.0,0,0.0007496520011045504,,,,,,0.0007496520011045504,,,,0.1346153846153846,2.301983173076923,0.005298915999446763
6,small,7,0.01,4,0.0,0,0.0006094039999879897,,,,,,0.0006094039999879897,,,,0.1346153846153846,2.301983173076923,0.00443521500164934
7,small,8,0.01,4,0.0,0,0.0010445609987073112,,,,,,0.0010445609987073112,,,,0.1346153846153846,2.301983173076923,0.004340894000051776
8,small,9,0.01,4,0.0,0,0.0009028889999171952,,,,,,0.0009028889999171952,,,,0.1346153846153846,2.301983173076923,0.004326664999098284
9,small,10,0.01,4,0.0,0,0.0005876830000488553,,,,,,0.0005876830000488553,,,,0.1346153846153846,2.301983173076923,0.004346416999396752
10,small,11,0.01,4,0.0,0,0.0008844860003591748,,,,,,0.0008844860003591748,,,,0.1346153846153846,2.301983173076923,0.004174586998487939
11,small,12,0.01,4,0.0,0,0.0009832819996518083,,,,,,0.0009832819996518083,,,,0.1346153846153846,2.301983173076923,0.004293055999369244
12,small,13,0.01,4,0.0,0,0.0008005839990801178,,,,,,0.0008005839990801178,,,,0.1346153846153846,2.301983173076923,0.00414665200150921
13,small,14,0.01,4,0.0,0,0.000897482999789645,,,,,,0.000897482999789645,,,,0.1346153846153846,2.301983173076923,0.004247314000167535
14,small,15,0.01,4,0.0,0,0.0006078059996070806,,,,,,0.0006078059996070806,,,,0.1346153846153846,2.301983173076923,0.004229517000567284
15,small,16,0.01,4,0.0,0,0.0008968170004663989,,,,,,0.0008968170004663989,,,,0.1346153846153846,2.301983173076923,0.004217957999571809
16,small,17,0.01,4,0.0,0,0.0007799089999025455,,,,,,0.0007799089999025455,,,,0.1346153846153846,2.301983173076923,0.004228428000715212
17,small,18,0.01,4,0.0,0,0.0011085390015068697,,,,,,0.0011085390015068697,,,,0.1346153846153846,2.301983173076923,0.00445647099877533
18,small,19,0.01,4,0.0,0,0.000924383999517886,,,,,,0.000924383999517886,,,,0.1346153846153846,2.301983173076923,0.004429930000696913
19,small,20,0.01,4,0.0,0,0.0010248850012430921,,,,,,0.0010248850012430921,,,,0.1346153846153846,2.301983173076923,0.004416525000124238
20,small,21,0.01,4,0.0,0,0.0012295529995753895,,,,,,0.0012295529995753895,,,,0.1346153846153846,2.301983173076923,0.004381003998787492
21,small,22,0.01,4,0.0,0,0.0006603439996979432,,,,,,0.0006603439996979432,,,,0.1346153846153846,2.301983173076923,0.004293391000828706
22,small,23,0.01,4,0.0,0,0.001118899001085083,,,,,,0.001118899001085083,,,,0.1346153846153846,2.301983173076923,0.004408586999488762
23,small,24,0.01,4,0.0,0,0.0011648919989966089,,,,,,0.0011648919989966089,,,,0.1346153846153846,2.301983173076923,0.00437513500037312
24,small,24,0.01,4,0.1,,,,,,,,,,,,,,
0,small,1,0.05,4,0.0,0,0.4809968999998091,,,,0.15966796875,2.265139102935791,0.4809968999998091,,,,0.14028776978417265,2.2998538669064748,0.641840468000737
1,small,2,0.05,4,0.0,0,0.48337510300007125,,,,0.27294921875,2.053982973098755,0.48337510300007125,,,,0.12949640287769784,2.2690816097122304,0.02169268500074395
2,small,3,0.05,4,0.0,0,0.48110270200049854,,,,0.2158203125,2.193510890007019,0.48110270200049854,,,,0.17266187050359713,2.2004315492918165,0.02152886700059753
