,company,epoch,frac,seed,test acc,test loss,total time,train acc,train loss,train time,train_acc,train_loss,train_time,valid acc,valid loss,valid time,valid_acc,valid_loss,valid_time
0,small,1,0.01,1,0.0,0,0.0015228989996103337,,,,,,0.0015228989996103337,,,,0.038461538461538464,2.3031850961538463,0.008620378999694367
1,small,2,0.01,1,0.0,0,0.0007250589987961575,,,,,,0.0007250589987961575,,,,0.038461538461538464,2.3031850961538463,0.00779072900149913
2,small,3,0.01,1,0.0,0,0.0006237119996512774,,,,,,0.0006237119996512774,,,,0.038461538461538464,2.3031850961538463,0.007411640999634983
3,small,4,0.01,1,0.0,0,0.0006230390008568065,,,,,,0.0006230390008568065,,,,0.038461538461538464,2.3031850961538463,0.007455103999745916
4,small,5,0.01,1,0.0,0,0.0006846189990028506,,,,,,0.0006846189990028506,,,,0.038461538461538464,2.3031850961538463,0.0074961179998354055
5,small,6,0.01,1,0.0,0,0.0006960160008020466,,,,,,0.0006960160008020466,,,,0.038461538461538464,2.3031850961538463,0.007407353999951738
6,small,7,0.01,1,0.0,0,0.0007590650002384791,,,,,,0.0007590650002384791,,,,0.038461538461538464,2.3031850961538463,0.007436256999426405
7,small,8,0.01,1,0.0,0,0.0010095609995914856,,,,,,0.0010095609995914856,,,,0.038461538461538464,2.3031850961538463,0.007424954999805777
8,small,9,0.01,1,0.0,0,0.0008985530002973974,,,,,,0.0008985530002973974,,,,0.038461538461538464,2.3031850961538463,0.0074011789984069765
9,small,10,0.01,1,0.0,0,0.0007166680006776005,,,,,,0.0007166680006776005,,,,0.038461538461538464,2.3031850961538463,0.007380747998467996
10,small,11,0.01,1,0.0,0,0.0010835879984369967,,,,,,0.0010835879984369967,,,,0.038461538461538464,2.3031850961538463,0.007443668000632897
11,small,12,0.01,1,0.0,0,0.0009718889996293001,,,,,,0.0009718889996293001,,,,0.038461538461538464,2.3031850961538463,0.0074418590011191554
12,small,13,0.01,1,0.0,0,0.0011685490007948829,,,,,,0.0011685490007948829,,,,0.038461538461538464,2.3031850961538463,0.008710160000191536
13,small,14,0.01,1,0.0,0,0.0009668679995229468,,,,,,0.0009668679995229468,,,,0.038461538461538464,2.3031850961538463,0.007417802999043488
14,small,15,0.01,1,0.0,0,0.0009163780014205258,,,,,,0.0009163780014205258,,,,0.038461538461538464,2.3031850961538463,0.007973944999321247
15,small,16,0.01,1,0.0,0,0.0013868819987692405,,,,,,0.0013868819987692405,,,,0.038461538461538464,2.3031850961538463,0.0064816320009413175
16,small,17,0.01,1,0.0,0,0.0009154809995379765,,,,,,0.0009154809995379765,,,,0.038461538461538464,2.3031850961538463,0.006396902999767917
17,small,18,0.01,1,0.0,0,0.0010119320013473043,,,,,,0.0010119320013473043,,,,0.038461538461538464,2.3031850961538463,0.00649485399844707
18,small,19,0.01,1,0.0,0,0.0006085239983804058,,,,,,0.0006085239983804058,,,,0.038461538461538464,2.3031850961538463,0.006430800000089221
19,small,20,0.01,1,0.0,0,0.0009476450013607973,,,,,,0.0009476450013607973,,,,0.038461538461538464,2.3031850961538463,0.00642169099955936
20,small,21,0.01,1,0.0,0,0.0009400030012329808,,,,,,0.0009400030012329808,,,,0.038461538461538464,2.3031850961538463,0.00643685899922275
21,small,22,0.01,1,0.0,0,0.0010725859992817277,,,,,,0.0010725859992817277,,,,0.038461538461538464,2.3031850961538463,0.006501250001747394
22,small,23,0.01,1,0.0,0,0.0019882310007233173,,,,,,0.0019882310007233173,,,,0.038461538461538464,2.3031850961538463,0.0064211989993054885
23,small,24,0.01,1,0.0,0,0.0006001969995850231,,,,,,0.0006001969995850231,,,,0.038461538461538464,2.3031850961538463,0.006429632001527352
24,small,24,0.01,1,0.099,,,,,,,,,,,,,,
0,small,1,0.05,1,0.0,0,0.47195791600097436,,,,0.1689453125,2.269031524658203,0.47195791600097436,,,,0.13357400722021662,2.30078830099278,0.02149634600027639
1,small,2,0.05,1,0.0,0,0.4795712489994912,,,,0.26220703125,2.046510696411133,0.4795712489994912,,,,0.1263537906137184,2.2796423736462095,0.02169091000178014
2,small,3,0.05,1,0.0,0,0.4713267179995455,,,,0.22265625,2.113683342933655,0.4713267179995455,,,,0.17328519855595667,2.248792517486462,0.021188314000028186
3,small,4,0.05,1,0.0,0,0.47686025599978166,,,,0.2353515625,2.2346638441085815,0.47686025599978166,,,,0.20216606498194944,4.6697462026823295,0.022486060999654
