,company,epoch,frac,seed,test acc,test loss,total time,train acc,train loss,train time,train_acc,train_loss,train_time,valid acc,valid loss,valid time,valid_acc,valid_loss,valid_time
24,small,24,0.01,2,0.1,,,,,,,,,,,,,,
0,small,1,0.05,2,0.0,0,0.46650141999998596,,,,0.142578125,2.2750864028930664,0.46650141999998596,,,,0.11851851851851852,2.299392361111111,0.6150767040016945
1,small,2,0.05,2,0.0,0,0.4778718680008751,,,,0.26025390625,2.0762321949005127,0.4778718680008751,,,,0.14074074074074075,2.2798538773148147,0.0223817930000223
2,small,3,0.05,2,0.0,0,0.47770443500121473,,,,0.24658203125,2.138935774564743,0.47770443500121473,,,,0.24074074074074073,2.1407335069444446,0.021157424000193714
3,small,4,0.05,2,0.0,0,0.4724487930016039,,,,0.27392578125,2.010074496269226,0.4724487930016039,,,,0.1259259259259259,2.544195782696759,0.022094238998761284
4,small,5,0.05,2,0.0,0,0.4743498769985308,,,,0.22412109375,2.3117101192474365,0.4743498769985308,,,,0.17407407407407408,3.61638341833044,0.02057681299993419
5,small,6,0.05,2,0.0,0,0.4714668579999852,,,,0.30419921875,1.8797715306282043,0.4714668579999852,,,,0.12962962962962962,7.3925524393717446,0.021810698999615852
6,small,7,0.05,2,0.0,0,0.4727501020006457,,,,0.36279296875,1.6622169315814972,0.4727501020006457,,,,0.1814814814814815,4.015011780350297,0.02121218699903693
7,small,8,0.05,2,0.0,0,0.4755302679986926,,,,0.39599609375,1.6415800526738167,0.4755302679986926,,,,0.2518518518518518,4.10801106205693,0.022000046001267037
8,small,9,0.05,2,0.0,0,0.4742422359995544,,,,0.41064453125,1.5651272311806679,0.4742422359995544,,,,0.26666666666666666,2.735827015064381,0.021420438000859576
9,small,10,0.05,2,0.0,0,0.4772013199999492,,,,0.42724609375,1.5181949622929096,0.4772013199999492,,,,0.3,2.4434332882916485,0.02206016500167607
10,small,11,0.05,2,0.0,0,0.47861766800087935,,,,0.4482421875,1.4428129456937313,0.47861766800087935,,,,0.31851851851851853,2.4325509671811703,0.02351800100041146
11,small,12,0.05,2,0.0,0,0.4753566890012735,,,,0.49462890625,1.3368945587426424,0.4753566890012735,,,,0.37777777777777777,1.789298333062066,0.022145821998492465
12,small,13,0.05,2,0.0,0,0.47781775099974766,,,,0.5263671875,1.2803620304912329,0.47781775099974766,,,,0.42962962962962964,1.6130402459038629,0.02169855400097731
13,small,14,0.05,2,0.0,0,0.4775793140015594,,,,0.521484375,1.246471256017685,0.4775793140015594,,,,0.4666666666666667,1.4461105346679688,0.021602775999781443
14,small,15,0.05,2,0.0,0,0.48216510900056164,,,,0.56494140625,1.208051823079586,0.48216510900056164,,,,0.43333333333333335,1.563611023514359,0.021173856999666896
15,small,16,0.05,2,0.0,0,0.4815394679990277,,,,0.57568359375,1.147032031789422,0.4815394679990277,,,,0.5074074074074074,1.3414613794397425,0.02175409600022249
16,small,17,0.05,2,0.0,0,0.4841585260001011,,,,0.59619140625,1.1067085396498442,0.4841585260001011,,,,0.5074074074074074,1.3663859614619502,0.02130828100052895
17,small,18,0.05,2,0.0,0,0.4796119759994326,,,,0.61669921875,1.050883699208498,0.4796119759994326,,,,0.5259259259259259,1.3075224699797454,0.022265644000071916
18,small,19,0.05,2,0.0,0,0.4786968970001908,,,,0.6318359375,1.004445044323802,0.4786968970001908,,,,0.5407407407407407,1.3261874163592304,0.02175269799954549
19,small,20,0.05,2,0.0,0,0.47898446999897715,,,,0.64111328125,0.9909329991787672,0.47898446999897715,,,,0.5074074074074074,1.2810921280472367,0.021718494999731774
20,small,21,0.05,2,0.0,0,0.47905887300112227,,,,0.65869140625,0.9305432951077819,0.47905887300112227,,,,0.5407407407407407,1.263434346516927,0.02095981799902802
21,small,22,0.05,2,0.0,0,0.48267272300108743,,,,0.6806640625,0.8907339354045689,0.48267272300108743,,,,0.5481481481481482,1.2573754204644096,0.021668310999302776
22,small,23,0.05,2,0.0,0,0.4813694080003188,,,,0.6923828125,0.8669888521544635,0.4813694080003188,,,,0.5444444444444444,1.2721498136167173,0.02210779800043383
23,small,24,0.05,2,0.0,0,0.48482951299956767,,,,0.72265625,0.8193103866651654,0.48482951299956767,,,,0.5407407407407407,1.2941156104758933,0.02147553400027391
24,small,24,0.05,2,0.5603,,,,,,,,,,,,,,
0,small,1,0.1,2,0.0,0,0.9687978889996884,,,,0.186767578125,2.2152425050735474,0.9687978889996884,,,,0.10516605166051661,2.293184963099631,0.14708129400059988
1,small,2,0.1,2,0.0,0,0.972460440998475,,,,0.2978515625,1.8873015344142914,0.972460440998475,,,,0.18081180811808117,2.2288957997001844,0.0399951700001111
2,small,3,0.1,2,0.0,0,0.959841920001054,,,,0.294677734375,1.9999822899699211,0.959841920001054,,,,0.25830258302583026,2.619412299011906,0.0422581809998519
3,small,4,0.1,2,0.0,0,0.9638945879996754,,,,0.365966796875,1.6949108988046646,0.9638945879996754,,,,0.23247232472324722,3.3441876256597878,0.04197379800098133
4,small,5,0.1,2,0.0,0,0.962757548000809,,,,0.3974609375,1.6770221246406436,0.962757548000809,,,,0.2896678966789668,3.01437894180692,0.04190596699845628
5,small,6,0.1,2,0.0,0,0.9626066019991413,,,,0.455810546875,1.476962765213102,0.9626066019991413,,,,0.3874538745387454,1.8098164836419024,0.042436069999894244
6,small,7,0.1,2,0.0,0,0.9657168519988772,,,,0.482666015625,1.4022632203996181,0.9657168519988772,,,,0.45387453874538747,1.5111784776638355,0.04285590300059994
7,small,8,0.1,2,0.0,0,0.9686839130008593,,,,0.513671875,1.3295047925785184,0.9686839130008593,,,,0.470479704797048,1.4402214768188026,0.04240526499961561
8,small,9,0.1,2,0.0,0,0.9683168640003714,,,,0.58251953125,1.1179473916999996,0.9683168640003714,,,,0.45571955719557194,1.4007998392590737,0.043260073000055854
9,small,10,0.1,2,0.0,0,0.9825080160007928,,,,0.60205078125,1.0644418119918555,0.9825080160007928,,,,0.5756457564575646,1.1794219562488288,0.042590756000208785
10,small,11,0.1,2,0.0,0,0.9710717600009957,,,,0.63916015625,0.9889612663537264,0.9710717600009957,,,,0.6162361623616236,1.0877059500155855,0.04307298499952594
11,small,12,0.1,2,0.0,0,0.9823244580002211,,,,0.66552734375,0.9195122590754181,0.9823244580002211,,,,0.6125461254612546,1.1308369865276717,0.0422110210001847
12,small,13,0.1,2,0.0,0,0.9674048200013203,,,,0.69189453125,0.8519786463584751,0.9674048200013203,,,,0.6678966789667896,0.9896070807622368,0.042771697999341995
13,small,14,0.1,2,0.0,0,0.9693857540005411,,,,0.7177734375,0.7846147131640464,0.9693857540005411,,,,0.6199261992619927,1.0361676796775903,0.04143165899949963
14,small,15,0.1,2,0.0,0,0.9667524870001216,,,,0.734130859375,0.7399885104969144,0.9667524870001216,,,,0.6734317343173432,0.8971129906573418,0.04126713299956464
15,small,16,0.1,2,0.0,0,0.9703841499995178,,,,0.74609375,0.687579333782196,0.9703841499995178,,,,0.6623616236162362,1.0240037432455928,0.0421639710002637
16,small,17,0.1,2,0.0,0,0.9685267209988524,,,,0.780029296875,0.6315846806392074,0.9685267209988524,,,,0.6586715867158671,1.0175285638478409,0.042685619000621955
17,small,18,0.1,2,0.0,0,0.9671596419993875,,,,0.800537109375,0.5975219893734902,0.9671596419993875,,,,0.6881918819188192,0.946626026252099,0.0420306600008189
18,small,19,0.1,2,0.0,0,0.9648872620000475,,,,0.81494140625,0.5423914487473667,0.9648872620000475,,,,0.7177121771217713,0.852193118021497,0.04205836900109716
19,small,20,0.1,2,0.0,0,0.9588489910001954,,,,0.816650390625,0.5196781798731536,0.9588489910001954,,,,0.6937269372693727,0.9168241296747074,0.04224168899963843
20,small,21,0.1,2,0.0,0,0.9625215970008867,,,,0.8486328125,0.4555001698900014,0.9625215970008867,,,,0.7121771217712177,0.8977232049751985,0.04177655599960417
21,small,22,0.1,2,0.0,0,0.9536779959998967,,,,0.8544921875,0.43335510278120637,0.9536779959998967,,,,0.7619926199261993,0.7591887224204426,0.042389088001073105
22,small,23,0.1,2,0.0,0,0.9594192250006017,,,,0.873046875,0.4023027461953461,0.9594192250006017,,,,0.7564575645756457,0.7320524053819945,0.04202249799891433
23,small,24,0.1,2,0.0,0,0.9515903270003037,,,,0.8759765625,0.37815961381420493,0.9515903270003037,,,,0.7749077490774908,0.6878167448008632,0.04243871600010607
24,small,24,0.1,2,0.7421,,,,,,,,,,,,,,
0,large,1,0.01,2,0.0,0,10.238752414001283,,,,0.3924883261494253,1.6812863327648448,10.238752414001283,,,,0.41905925473427,1.7647457953942232,0.9986987310003315
1,large,2,0.01,2,0.0,0,10.15924007600006,,,,0.6410739942528736,1.0005750617590443,10.15924007600006,,,,0.7000610873549176,0.8618190328838432,0.32651937999980873
2,large,3,0.01,2,0.0,0,10.116548915000749,,,,0.7302218031609196,0.768388552034552,10.116548915000749,,,,0.7377316228873957,0.7785566124501477,0.32395007199920656
3,large,4,0.01,2,0.0,0,10.148671061000641,,,,0.7734375,0.65094912542437,10.148671061000641,,,,0.7878232539197719,0.6424049658242273,0.3243029409986775
4,large,5,0.01,2,0.0,0,10.198248025000794,,,,0.7920483117816092,0.5962430225021538,10.198248025000794,,,,0.7676644267969863,0.6902171839669581,0.32571385799928976
5,large,6,0.01,2,0.0,0,10.234401677998903,,,,0.8216594827586207,0.5173562339496338,10.234401677998903,,,,0.8063530849114233,0.5900830239925334,0.3304244640003162
6,large,7,0.01,2,0.0,0,10.240947502999916,,,,0.8429418103448276,0.4573969768424486,10.240947502999916,,,,0.7804927713296681,0.6426997156595654,0.32755383100084146
7,large,8,0.01,2,0.0,0,10.222853429999304,,,,0.8537850215517241,0.42733956535143414,10.222853429999304,,,,0.7613520667888414,0.6905725998005589,0.32495544199991855
8,large,9,0.01,2,0.0,0,10.189931454999169,,,,0.8681303879310345,0.3907268079233238,10.189931454999169,,,,0.8556302178782326,0.42082694222013906,0.3274895660015318
9,large,10,0.01,2,0.0,0,10.149271622000015,,,,0.8742816091954023,0.36788807676612645,10.149271622000015,,,,0.8548157198126655,0.4259237585764896,0.32450930699997116
10,large,11,0.01,2,0.0,0,10.125367059999917,,,,0.8785695043103449,0.35090300380841066,10.125367059999917,,,,0.8379148849521483,0.4868707056808705,0.32515049500034365
11,large,12,0.01,2,0.0,0,10.122403439001573,,,,0.8888514727011494,0.3247915345790057,10.122403439001573,,,,0.8527794746487477,0.43848274536226023,0.3235311829994316
12,large,13,0.01,2,0.0,0,10.149749125999733,,,,0.8928026221264368,0.3141503172616164,10.149749125999733,,,,0.8493178578700875,0.44165670456650347,0.32423742700120783
13,large,14,0.01,2,0.0,0,10.167014196998934,,,,0.9009069683908046,0.288911502016173,10.167014196998934,,,,0.8607208307880269,0.39861528520500605,0.3524894120000681
14,large,15,0.01,2,0.0,0,10.1645857780004,,,,0.906945941091954,0.27159783779375857,10.1645857780004,,,,0.8796579108124618,0.3731500693188984,0.32673830000021553
15,large,16,0.01,2,0.0,0,10.141889538001124,,,,0.9147359913793104,0.2520691078241872,10.141889538001124,,,,0.8798615353288536,0.3639182710424263,0.3239814739990834
16,large,17,0.01,2,0.0,0,10.182238019000579,,,,0.9243220186781609,0.22859981200047608,10.182238019000579,,,,0.8666259417633884,0.43180209462595576,0.32372742900042795
17,large,18,0.01,2,0.0,0,10.17837704700105,,,,0.930383441091954,0.20918702398394717,10.17837704700105,,,,0.8878028914681327,0.36311872164214176,0.32482196599994495
18,large,19,0.01,2,0.0,0,10.183482988999458,,,,0.9364448635057471,0.1910490993110613,10.183482988999458,,,,0.8847485237222562,0.337964206090456,0.3247021390016016
19,large,20,0.01,2,0.0,0,10.181493145999411,,,,0.9468166307471264,0.16229946932744707,10.181493145999411,,,,0.8700875585420484,0.41552579546139795,0.3234692219994031
20,large,21,0.01,2,0.0,0,10.179066702001364,,,,0.9554373204022989,0.13855320690520878,10.179066702001364,,,,0.9187538179596824,0.24813058065120422,0.32476401699932467
21,large,22,0.01,2,0.0,0,10.159814169999663,,,,0.9631375718390804,0.1155556454483805,10.159814169999663,,,,0.9291386682956628,0.22377274240793996,0.3266642340004182
22,large,23,0.01,2,0.0,0,10.15874157899998,,,,0.9728358477011494,0.09293585424793177,10.15874157899998,,,,0.9356546528201996,0.2000231056392035,0.32332206899991434
23,large,24,0.01,2,0.0,0,10.14508722500068,,,,0.9782462284482759,0.07721367820926096,10.14508722500068,,,,0.937080024434942,0.1914314143018309,0.3260462609996466
24,large,24,0.01,2,0.9368,,,,,,,,,,,,,,
0,large,1,0.05,2,0.0,0,9.768330238000999,,,,0.39055440512048195,1.6904998868703842,9.768330238000999,,,,0.3960459183673469,1.861393582455966,0.5483137350001925
1,large,2,0.05,2,0.0,0,9.767875341000035,,,,0.6377541415662651,1.0150150046066706,9.767875341000035,,,,0.6152210884353742,1.1975798286548278,0.3141718579990993
2,large,3,0.05,2,0.0,0,9.751363659999697,,,,0.7249388177710844,0.781827297734927,9.751363659999697,,,,0.7570153061224489,0.7228249493910341,0.3148695260006207
3,large,4,0.05,2,0.0,0,9.744700355000532,,,,0.7678605045180723,0.6671294397393982,9.744700355000532,,,,0.7393707482993197,0.7747208597708721,0.31548020800073573
4,large,5,0.05,2,0.0,0,9.748566979000316,,,,0.7933923192771084,0.5939143425280071,9.748566979000316,,,,0.7393707482993197,0.7975016668134806,0.31416535300013493
5,large,6,0.05,2,0.0,0,9.733838845000719,,,,0.8184535015060241,0.5245889403060617,9.733838845000719,,,,0.8163265306122449,0.5467444682607845,0.31351519000054395
6,large,7,0.05,2,0.0,0,9.723644835001323,,,,0.8395613704819277,0.4686100729124015,9.723644835001323,,,,0.8082482993197279,0.5759397899212481,0.31413485999837576
7,large,8,0.05,2,0.0,0,9.715045181999812,,,,0.8549510542168675,0.42666417934808387,9.715045181999812,,,,0.82546768707483,0.5243476880650942,0.31238261299949954
8,large,9,0.05,2,0.0,0,9.701831950000269,,,,0.862339984939759,0.39903474040329456,9.701831950000269,,,,0.8367346938775511,0.4836522687454613,0.31203850800011423
9,large,10,0.05,2,0.0,0,9.699835784000243,,,,0.8725997740963856,0.3728534954499049,9.699835784000243,,,,0.8590561224489796,0.4307499493465943,0.337374576000002
10,large,11,0.05,2,0.0,0,9.687847135999618,,,,0.8829301581325302,0.34722042631313027,9.687847135999618,,,,0.8229166666666666,0.5237380118191648,0.3112746179995156
11,large,12,0.05,2,0.0,0,9.680141760998595,,,,0.8879894578313253,0.3305534107992089,9.680141760998595,,,,0.8686224489795918,0.3940168706332745,0.31211358700056735
12,large,13,0.05,2,0.0,0,9.68425024300086,,,,0.8932605421686747,0.3113704646028668,9.68425024300086,,,,0.8524659863945578,0.45558485145471533,0.31035854699985066
13,large,14,0.05,2,0.0,0,9.681215661999886,,,,0.8999905873493976,0.2927733379225415,9.681215661999886,,,,0.8460884353741497,0.48893022334494557,0.3115298190004978
14,large,15,0.05,2,0.0,0,9.674266325000644,,,,0.9088620105421686,0.270287184717964,9.674266325000644,,,,0.8692602040816326,0.39255945374365564,0.31042809300015506
15,large,16,0.05,2,0.0,0,9.680557331001182,,,,0.9120623117469879,0.25766890522945357,9.680557331001182,,,,0.841624149659864,0.4922833696109097,0.313098099999479
16,large,17,0.05,2,0.0,0,9.678443126000275,,,,0.9215455572289156,0.23062037728188267,9.678443126000275,,,,0.8756377551020408,0.3659242247643114,0.3114473179994093
17,large,18,0.05,2,0.0,0,9.67219784000008,,,,0.9299463478915663,0.20936223577304058,9.67219784000008,,,,0.9045493197278912,0.29408187849991985,0.3125118640000437
18,large,19,0.05,2,0.0,0,9.668915500998992,,,,0.9361586972891566,0.1911613889577159,9.668915500998992,,,,0.8915816326530612,0.33391472393152666,0.30998170400016534
19,large,20,0.05,2,0.0,0,9.68041746400013,,,,0.9457360692771084,0.1646415447165449,9.68041746400013,,,,0.9092261904761905,0.2813189674396904,0.31265630000052624
20,large,21,0.05,2,0.0,0,9.680399255001248,,,,0.9530073418674698,0.14441787310124163,9.680399255001248,,,,0.9200680272108843,0.24415266777382416,0.30955480599914154
21,large,22,0.05,2,0.0,0,9.674587330000577,,,,0.9632671310240963,0.11682891468685794,9.674587330000577,,,,0.9266581632653061,0.22607210623163757,0.3130147649990249
22,large,23,0.05,2,0.0,0,9.676861788000679,,,,0.9733386671686747,0.09292436198118222,9.676861788000679,,,,0.9340986394557823,0.20445443537770486,0.31099605599956703
23,large,24,0.05,2,0.0,0,9.6613553520001,,,,0.9783979668674698,0.07705513807574668,9.6613553520001,,,,0.9404761904761905,0.18634028864555618,0.3122262420001789
24,large,24,0.05,2,0.9361,,,,,,,,,,,,,,
0,large,1,0.1,2,0.0,0,9.278007613000227,,,,0.3759642009493671,1.7235127200808706,9.278007613000227,,,,0.5259870622351104,1.3850059670953114,1.1565022989998397
1,large,2,0.1,2,0.0,0,9.288536820000445,,,,0.6208712420886076,1.051827077199764,9.288536820000445,,,,0.688824447914343,0.8929894917675515,0.3001122759997088
2,large,3,0.1,2,0.0,0,9.27968192499975,,,,0.7156596123417721,0.8068399592951129,9.27968192499975,,,,0.693731875975909,0.9147277190008255,0.30260601400004816
3,large,4,0.1,2,0.0,0,9.272649902999547,,,,0.7567246835443038,0.6914561639858198,9.272649902999547,,,,0.7298683917019853,0.7973028619507979,0.3002724350008066
4,large,5,0.1,2,0.0,0,9.265281549000065,,,,0.7883455300632911,0.6069296647476244,9.265281549000065,,,,0.7483827793888022,0.7472362886335657,0.3019090529996902
5,large,6,0.1,2,0.0,0,9.25996660400051,,,,0.810967167721519,0.5444328706664375,9.25996660400051,,,,0.7508364934195851,0.7023228622562461,0.30168192599921895
6,large,7,0.1,2,0.0,0,9.248399214000528,,,,0.8390526107594937,0.4682014845783197,9.248399214000528,,,,0.826455498550078,0.4760375170736421,0.3013863050000509
7,large,8,0.1,2,0.0,0,9.247025152999413,,,,0.8540595332278481,0.42666111337138884,9.247025152999413,,,,0.7970109301806826,0.608150961248571,0.3023197649999929
8,large,9,0.1,2,0.0,0,9.254260890000296,,,,0.8636273734177216,0.3954784026534497,9.254260890000296,,,,0.8327013160829801,0.4856446447208633,0.29935890799970366
9,large,10,0.1,2,0.0,0,9.240759948999766,,,,0.8750247231012658,0.36832715450679954,9.240759948999766,,,,0.8683917019852777,0.38248368041365904,0.30073610299950815
10,large,11,0.1,2,0.0,0,9.241618575000757,,,,0.8830597310126582,0.3458250922304166,9.241618575000757,,,,0.8211019406647334,0.5232572557669305,0.2992767809992074
11,large,12,0.1,2,0.0,0,9.24109507400135,,,,0.8890674446202531,0.32829609690116174,9.24109507400135,,,,0.8050412670086995,0.5877055366630137,0.2984270339984505
12,large,13,0.1,2,0.0,0,9.229881122999359,,,,0.8940367879746836,0.3118372397096474,9.229881122999359,,,,0.850546509034129,0.4198809937922358,0.2987999530014349
13,large,14,0.1,2,0.0,0,9.237914759998603,,,,0.9018987341772152,0.29002729694865925,9.237914759998603,,,,0.8719607405755074,0.3728482333406018,0.29903870100133645
14,large,15,0.1,2,0.0,0,9.222647982998751,,,,0.9107496044303798,0.2652871535642992,9.222647982998751,,,,0.8625920142761544,0.41035979298802855,0.30009898300158966
15,large,16,0.1,2,0.0,0,9.242590799000027,,,,0.9137163765822784,0.2528180572428281,9.242590799000027,,,,0.8498773142984608,0.45717695709745876,0.29982105000090087
16,large,17,0.1,2,0.0,0,9.244124108001415,,,,0.9232594936708861,0.22542491043575957,9.244124108001415,,,,0.8712915458398394,0.3915384923563508,0.3006372259987984
17,large,18,0.1,2,0.0,0,9.24153685300007,,,,0.928846914556962,0.2100839085075297,9.24153685300007,,,,0.8886906089672094,0.3482091696486259,0.29811344999870926
18,large,19,0.1,2,0.0,0,9.230012014999375,,,,0.9385630933544303,0.1864206098444477,9.230012014999375,,,,0.9011822440330136,0.2938082454833712,0.29852388400104246
19,large,20,0.1,2,0.0,0,9.242605654999352,,,,0.9479084256329114,0.15905375361348253,9.242605654999352,,,,0.9167967878652687,0.2536940892679256,0.2997534749993065
20,large,21,0.1,2,0.0,0,9.242185204000634,,,,0.9562648338607594,0.13332401763034774,9.242185204000634,,,,0.9192505018960517,0.24565232791938926,0.2982179009995889
21,large,22,0.1,2,0.0,0,9.239454897999167,,,,0.9661293512658228,0.10957899739187729,9.239454897999167,,,,0.92683470890029,0.2211065277467209,0.3000486870005261
22,large,23,0.1,2,0.0,0,9.220482930999424,,,,0.9740654667721519,0.09013242687134049,9.220482930999424,,,,0.9359803702877537,0.19740389884116527,0.2984424679998483
23,large,24,0.1,2,0.0,0,9.238246494000123,,,,0.9791337025316456,0.07427759518068802,9.238246494000123,,,,0.9384340843185367,0.18870787840721306,0.2977448250003363
24,large,24,0.1,2,0.9305,,,,,,,,,,,,,,
