,company,epoch,frac,seed,test acc,test loss,total time,train acc,train loss,train time,train_acc,train_loss,train_time,valid acc,valid loss,valid time,valid_acc,valid_loss,valid_time
0,small,1,0.01,0,0.0,0,0.010066946000051757,,,,,,0.010066946000051757,,,,0.07407407407407407,2.3037109375,0.49031584399995154
1,small,2,0.01,0,0.0,0,0.0028678340000851676,,,,,,0.0028678340000851676,,,,0.07407407407407407,2.3037109375,0.011627585999917756
2,small,3,0.01,0,0.0,0,0.0006264310000005935,,,,,,0.0006264310000005935,,,,0.07407407407407407,2.3037109375,0.0044864010000083
3,small,4,0.01,0,0.0,0,0.0008393890000206738,,,,,,0.0008393890000206738,,,,0.07407407407407407,2.3037109375,0.004459526999994523
4,small,5,0.01,0,0.0,0,0.0008683049999262948,,,,,,0.0008683049999262948,,,,0.07407407407407407,2.3037109375,0.004659913000068627
5,small,6,0.01,0,0.0,0,0.0009273360000179309,,,,,,0.0009273360000179309,,,,0.07407407407407407,2.3037109375,0.0043601059999218705
6,small,7,0.01,0,0.0,0,0.0005894219999618144,,,,,,0.0005894219999618144,,,,0.07407407407407407,2.3037109375,0.004343016000007083
7,small,8,0.01,0,0.0,0,0.0008865779999496226,,,,,,0.0008865779999496226,,,,0.07407407407407407,2.3037109375,0.004362254000056964
8,small,9,0.01,0,0.0,0,0.0008933729999398565,,,,,,0.0008933729999398565,,,,0.07407407407407407,2.3037109375,0.0044274089999589705
9,small,10,0.01,0,0.0,0,0.000961252000024615,,,,,,0.000961252000024615,,,,0.07407407407407407,2.3037109375,0.004449239999985366
10,small,11,0.01,0,0.0,0,0.0009507329999678404,,,,,,0.0009507329999678404,,,,0.07407407407407407,2.3037109375,0.004388747999996667
11,small,12,0.01,0,0.0,0,0.0008044559999689227,,,,,,0.0008044559999689227,,,,0.07407407407407407,2.3037109375,0.004436687000065831
12,small,13,0.01,0,0.0,0,0.0007555139999340099,,,,,,0.0007555139999340099,,,,0.07407407407407407,2.3037109375,0.004312569000035182
13,small,14,0.01,0,0.0,0,0.0008672879999949146,,,,,,0.0008672879999949146,,,,0.07407407407407407,2.3037109375,0.004357284999969124
14,small,15,0.01,0,0.0,0,0.0008228140000028361,,,,,,0.0008228140000028361,,,,0.07407407407407407,2.3037109375,0.0043094540000083725
15,small,16,0.01,0,0.0,0,0.0009700040000097943,,,,,,0.0009700040000097943,,,,0.07407407407407407,2.3037109375,0.005163138999932926
16,small,17,0.01,0,0.0,0,0.0014930330000879621,,,,,,0.0014930330000879621,,,,0.07407407407407407,2.3037109375,0.0048109879999174154
17,small,18,0.01,0,0.0,0,0.0010540319999563508,,,,,,0.0010540319999563508,,,,0.07407407407407407,2.3037109375,0.004672286000072745
18,small,19,0.01,0,0.0,0,0.0006910170000082871,,,,,,0.0006910170000082871,,,,0.07407407407407407,2.3037109375,0.004609418999962145
19,small,20,0.01,0,0.0,0,0.0009624110000459041,,,,,,0.0009624110000459041,,,,0.07407407407407407,2.3037109375,0.004575194999915766
20,small,21,0.01,0,0.0,0,0.00104174500006593,,,,,,0.00104174500006593,,,,0.07407407407407407,2.3037109375,0.004696248999948693
21,small,22,0.01,0,0.0,0,0.001267519000066386,,,,,,0.001267519000066386,,,,0.07407407407407407,2.3037109375,0.004661169999963022
22,small,23,0.01,0,0.0,0,0.0013348449999739387,,,,,,0.0013348449999739387,,,,0.07407407407407407,2.3037109375,0.004671959000006609
23,small,24,0.01,0,0.0,0,0.0010517959999560844,,,,,,0.0010517959999560844,,,,0.07407407407407407,2.3037109375,0.004614484000057928
24,small,24,0.01,0,0.099,,,,,,,,,,,,,,
0,small,1,0.05,0,0.0,0,2.4732250069999964,,,,0.1298828125,2.279144048690796,2.4732250069999964,,,,0.1263537906137184,2.3016132671480145,0.5900609779999968
1,small,2,0.05,0,0.0,0,0.44240724300004786,,,,0.26708984375,2.0597180128097534,0.44240724300004786,,,,0.11552346570397112,2.299349898465704,0.02055945500001144
2,small,3,0.05,0,0.0,0,0.43778689100008705,,,,0.25,2.1626340448856354,0.43778689100008705,,,,0.10469314079422383,2.8052603931633575,0.021074073999898246
3,small,4,0.05,0,0.0,0,0.4357366030000094,,,,0.2109375,2.2257835818454623,0.4357366030000094,,,,0.17328519855595667,3.3643658909987026,0.020593780000012885
4,small,5,0.05,0,0.0,0,0.437269209999954,,,,0.2919921875,1.892909824848175,0.437269209999954,,,,0.21299638989169675,2.650242678094857,0.021502437000094687
5,small,6,0.05,0,0.0,0,0.4362018450000278,,,,0.31201171875,1.8985424116253853,0.4362018450000278,,,,0.259927797833935,2.812922501822241,0.020943906999946194
6,small,7,0.05,0,0.0,0,0.43593396300002496,,,,0.3515625,1.700449824333191,0.43593396300002496,,,,0.2851985559566787,2.5282022083709386,0.020772519999923134
7,small,8,0.05,0,0.0,0,0.4371147839999594,,,,0.4091796875,1.566666066646576,0.4371147839999594,,,,0.259927797833935,2.9562443998316135,0.021612314999970295
8,small,9,0.05,0,0.0,0,0.43617431400002715,,,,0.4326171875,1.5203704833984375,0.43617431400002715,,,,0.3574007220216607,1.9416008408749577,0.020737169999961225
9,small,10,0.05,0,0.0,0,0.4379860000000235,,,,0.46435546875,1.424513515084982,0.4379860000000235,,,,0.4368231046931408,1.7754431321732835,0.020743291999906432
10,small,11,0.05,0,0.0,0,0.43846950499994364,,,,0.47216796875,1.4014645013958216,0.43846950499994364,,,,0.48375451263537905,1.382230552094938,0.021574826000005487
11,small,12,0.05,0,0.0,0,0.4402942640000447,,,,0.498046875,1.3249757066369057,0.4402942640000447,,,,0.4729241877256318,1.3665743666005048,0.021904804999962835
12,small,13,0.05,0,0.0,0,0.44067658599999504,,,,0.50537109375,1.3020695224404335,0.44067658599999504,,,,0.5018050541516246,1.3733611399516301,0.021096832000012
13,small,14,0.05,0,0.0,0,0.4375063960000034,,,,0.5234375,1.2502825949341059,0.4375063960000034,,,,0.5342960288808665,1.36832169763448,0.02100308799992945
14,small,15,0.05,0,0.0,0,0.4392106730000478,,,,0.5615234375,1.1965864058583975,0.4392106730000478,,,,0.5090252707581228,1.3283176628691196,0.02006566299996848
