,epoch,company,frac,seed,test loss,test acc,train_time,train_loss,train_acc,valid_time,valid_loss,valid_acc,total time,train time,train loss,train acc,valid time,valid loss,valid acc
0,1,small,0.2,2,0,0.0,2.046545617999982,2.105477445265826,0.2406939338235294,0.07026844399933907,2.3188920454545454,0.12609970674486803,2.046545617999982,,,,,,
1,2,small,0.2,2,0,0.0,1.9775261390004744,1.7605129830977495,0.35546875,0.07123108199994022,8.807262243530035,0.1739980449657869,1.9775261390004744,,,,,,
2,3,small,0.2,2,0,0.0,1.979066941000383,1.6223236447309746,0.3962545955882353,0.0695138519995453,2.8041399026313254,0.3020527859237537,1.979066941000383,,,,,,
3,4,small,0.2,2,0,0.0,1.987448048999795,1.4912926046287311,0.44979319852941174,0.07332262699947023,1.9917867116098413,0.39002932551319647,1.987448048999795,,,,,,
4,5,small,0.2,2,0,0.0,1.9943739890004508,1.3865644621717579,0.5083869485294118,0.07041501499952574,1.8356362004433908,0.4281524926686217,1.9943739890004508,,,,,,
5,6,small,0.2,2,0,0.0,2.005505911999535,1.1686180810279705,0.5788143382352942,0.0720365410006707,1.5022919031182342,0.530791788856305,2.005505911999535,,,,,,
6,7,small,0.2,2,0,0.0,2.007355964999988,0.9981945578885429,0.6428079044117647,0.07178979499985871,0.919931636411307,0.6774193548387096,2.007355964999988,,,,,,
7,8,small,0.2,2,0,0.0,2.020763552000062,0.8864632429664626,0.6778492647058824,0.07118226999955368,1.0488713712869384,0.6373411534701857,2.020763552000062,,,,,,
8,9,small,0.2,2,0,0.0,2.0278461929992773,0.8113998455159804,0.7120863970588235,0.0722764410002128,0.8888711286080547,0.6754643206256109,2.0278461929992773,,,,,,
9,10,small,0.2,2,0,0.0,2.0335408549999556,0.7143419631482923,0.7516084558823529,0.07143788499979564,0.9822342612526633,0.6617790811339198,2.0335408549999556,,,,,,
10,11,small,0.2,2,0,0.0,2.034393371999613,0.6503095671753673,0.7678079044117647,0.06998628500059567,1.0463198981560105,0.6637341153470185,2.034393371999613,,,,,,
11,12,small,0.2,2,0,0.0,2.0406651980001698,0.5948884836671984,0.7938878676470589,0.07208847399942897,0.7246536057249425,0.7526881720430108,2.0406651980001698,,,,,,
12,13,small,0.2,2,0,0.0,2.0499974750000547,0.56276208940236,0.8029641544117647,0.0722722350001277,0.67917257553205,0.7595307917888563,2.0499974750000547,,,,,,
13,14,small,0.2,2,0,0.0,2.06647747200077,0.4932461922221324,0.8264016544117647,0.07153133699921455,0.6215577009020197,0.7849462365591398,2.06647747200077,,,,,,
14,15,small,0.2,2,0,0.0,2.068672450000122,0.4603646089706351,0.8394990808823529,0.071140046000437,0.6445007156416818,0.7732160312805474,2.068672450000122,,,,,,
15,16,small,0.2,2,0,0.0,2.0575824980005564,0.4302677311660612,0.8537454044117647,0.07255544399959035,0.7011520808975951,0.7702834799608993,2.0575824980005564,,,,,,
16,17,small,0.2,2,0,0.0,2.0443769529993006,0.39781466981067376,0.8653492647058824,0.07115441499990993,0.6359653444933402,0.7996089931573802,2.0443769529993006,,,,,,
17,18,small,0.2,2,0,0.0,2.045301202999326,0.36838797918137384,0.8717830882352942,0.07223945100031415,0.6063541643547289,0.7966764418377321,2.045301202999326,,,,,,
18,19,small,0.2,2,0,0.0,2.0302895419999913,0.328193123178447,0.8914292279411765,0.07238731000052212,0.5466367855799164,0.8152492668621701,2.0302895419999913,,,,,,
19,20,small,0.2,2,0,0.0,2.032607210999231,0.29401451743700924,0.9024586397058824,0.07166674600011902,0.6139165238784089,0.8035190615835777,2.032607210999231,,,,,,
20,21,small,0.2,2,0,0.0,2.010704861000704,0.2550927561653011,0.9207261029411765,0.07162162699933106,0.518024132282037,0.820136852394917,2.010704861000704,,,,,,
21,22,small,0.2,2,0,0.0,2.004500181000367,0.24057821447358413,0.9224494485294118,0.06974516499940364,0.5425649495651529,0.8250244379276638,2.004500181000367,,,,,,
22,23,small,0.2,2,0,0.0,2.0076900530002604,0.21145695502705433,0.9362362132352942,0.07143047800036584,0.49443667142388875,0.8289345063538612,2.0076900530002604,,,,,,
23,24,small,0.2,2,0,0.0,1.9953979880001498,0.18754984022063367,0.9418658088235294,0.07081943499997578,0.4990399193787039,0.8250244379276638,1.9953979880001498,,,,,,
24,24,small,0.2,2,,0.8319,,,,,,,,,,,,,
0,1,small,0.3,2,0,0.0,3.054099478000353,2.002478072276482,0.28335336538461536,1.1833479770002668,1.8756859569162851,0.27665140614780903,3.054099478000353,,,,,,
1,2,small,0.3,2,0,0.0,3.0431153129993618,1.526973807467864,0.43299278846153844,0.10291053900073166,1.677441769132745,0.4133420536298234,3.0431153129993618,,,,,,
2,3,small,0.3,2,0,0.0,3.0308886970005915,1.3735180117476444,0.5074368990384616,0.10321843099973194,2.0102522677265013,0.41465009810333553,3.0308886970005915,,,,,,
3,4,small,0.3,2,0,0.0,3.0321400410002752,1.1631483798846602,0.5847355769230769,0.10254185200028587,1.6343395533789367,0.5022890778286462,3.0321400410002752,,,,,,
4,5,small,0.3,2,0,0.0,3.0276676989997213,1.0546959324811513,0.6314603365384616,0.10368610400018952,1.2923719999913377,0.5833878351863964,3.0276676989997213,,,,,,
5,6,small,0.3,2,0,0.0,3.028765863999979,0.8712653778493404,0.6902794471153846,0.10402910100037843,0.8934433963892895,0.7004578155657293,3.028765863999979,,,,,,
6,7,small,0.3,2,0,0.0,3.028947537000022,0.7389322025701404,0.7442908653846154,0.10354189400004543,1.0660303707135277,0.6383257030739045,3.028947537000022,,,,,,
7,8,small,0.3,2,0,0.0,3.0277249020000454,0.6546464262960049,0.7702824519230769,0.10420805200010363,0.7945786164896873,0.7063440156965337,3.0277249020000454,,,,,,
8,9,small,0.3,2,0,0.0,3.0332511279993923,0.6014515105634928,0.7905649038461539,0.10312753000016528,0.7559641837450006,0.7292347939829954,3.0332511279993923,,,,,,
9,10,small,0.3,2,0,0.0,3.040504657999918,0.5398784308479383,0.8134765625,0.10431292000066605,0.9761566925547808,0.6827992151733159,3.040504657999918,,,,,,
10,11,small,0.3,2,0,0.0,3.0423593120003716,0.5105690496185651,0.8210637019230769,0.10156756600008521,0.9274180888194052,0.6821451929365598,3.0423593120003716,,,,,,
11,12,small,0.3,2,0,0.0,3.0491244309996546,0.46425692987843203,0.8416466346153846,0.10245019899957697,0.8140876276029957,0.7122302158273381,3.0491244309996546,,,,,,
12,13,small,0.3,2,0,0.0,3.0561085039998943,0.4244835153222084,0.8549429086538461,0.10224247299993294,0.5654403669059159,0.7992151733158928,3.0561085039998943,,,,,,
13,14,small,0.3,2,0,0.0,3.0587596040004428,0.39288482922487533,0.8686147836538461,0.103721038999538,0.521075347890411,0.8057553956834532,3.0587596040004428,,,,,,
14,15,small,0.3,2,0,0.0,3.064965341000061,0.3591830312059476,0.8779296875,0.10266053299983469,0.6435101535914379,0.7841726618705036,3.064965341000061,,,,,,
15,16,small,0.3,2,0,0.0,3.0691774340002667,0.3279621907724784,0.8879957932692307,0.10470365299988771,0.5426339323494153,0.8122956180510137,3.0691774340002667,,,,,,
16,17,small,0.3,2,0,0.0,3.068628565999461,0.3041493707121565,0.8976862980769231,0.10493104200031667,0.7010243299196093,0.7750163505559189,3.068628565999461,,,,,,
17,18,small,0.3,2,0,0.0,3.06729723799981,0.2737126839705385,0.91015625,0.10445603100015433,0.4495432649740914,0.8404185742315239,3.06729723799981,,,,,,
18,19,small,0.3,2,0,0.0,3.066984551999667,0.24798295582429722,0.9197716346153846,0.1043432340002255,0.4326581250147698,0.8312622629169392,3.066984551999667,,,,,,
