,epoch,company,frac,seed,test loss,test acc,train_time,train_loss,train_acc,valid_time,valid_loss,valid_acc,total time,train time,train loss,train acc,valid time,valid loss,valid acc
0,1,small,0.2,1,0,0.0,2.085491047999767,2.0977450679330265,0.2378216911764706,0.16013342299993383,2.3039915807038835,0.11844660194174757,2.085491047999767,,,,,,
1,2,small,0.2,1,0,0.0,2.0097270790001858,1.7167142541969524,0.3571920955882353,0.07222427999977299,2.1792373305385553,0.35631067961165047,2.0097270790001858,,,,,,
2,3,small,0.2,1,0,0.0,2.0101911070000824,1.5358071184771902,0.43899356617647056,0.07173160899992581,1.852873327199695,0.4262135922330097,2.0101911070000824,,,,,,
3,4,small,0.2,1,0,0.0,2.016873748999842,1.4510055383776916,0.48104319852941174,0.07229728899983456,1.4108436575213683,0.5077669902912622,2.016873748999842,,,,,,
4,5,small,0.2,1,0,0.0,2.0242715710000994,1.2720274167025791,0.5423943014705882,0.07234370000014678,1.8719450663594366,0.4446601941747573,2.0242715710000994,,,,,,
5,6,small,0.2,1,0,0.0,2.032756620999862,1.1818011065616327,0.5755974264705882,0.07308967600010874,1.2128048581984436,0.6145631067961165,2.032756620999862,,,,,,
6,7,small,0.2,1,0,0.0,2.0501285249997636,0.9084819150979028,0.6722196691176471,0.07353205800018259,1.181127565809824,0.5932038834951456,2.0501285249997636,,,,,,
7,8,small,0.2,1,0,0.0,2.052644397000222,0.8228350155712927,0.7080652573529411,0.07299606600008701,1.2791527831438676,0.5485436893203883,2.052644397000222,,,,,,
8,9,small,0.2,1,0,0.0,2.0685803500000475,0.7658031511613551,0.7290900735294118,0.07416435100003582,1.0146844308353165,0.6456310679611651,2.0685803500000475,,,,,,
9,10,small,0.2,1,0,0.0,2.0709116379998704,0.6894829244736362,0.7581571691176471,0.07352058100013892,1.1635341773912744,0.6184466019417476,2.0709116379998704,,,,,,
10,11,small,0.2,1,0,0.0,2.070182333000048,0.6268061758840785,0.779296875,0.07408727800020642,0.7907434009811253,0.7349514563106796,2.070182333000048,,,,,,
11,12,small,0.2,1,0,0.0,2.068954744000166,0.5710206200533053,0.7987132352941176,0.07315939899990553,0.7007721132445104,0.7601941747572816,2.068954744000166,,,,,,
12,13,small,0.2,1,0,0.0,2.066620428999613,0.5412792138317052,0.8106617647058824,0.07446168100022987,0.7206841524364879,0.7514563106796116,2.066620428999613,,,,,,
13,14,small,0.2,1,0,0.0,2.0506996719996096,0.4866535311893505,0.8327205882352942,0.07275108600015301,0.6561392395241746,0.7728155339805826,2.0506996719996096,,,,,,
14,15,small,0.2,1,0,0.0,2.0466218979995574,0.446430326822926,0.8451286764705882,0.07306492400039133,0.7977675484222115,0.7572815533980582,2.0466218979995574,,,,,,
15,16,small,0.2,1,0,0.0,2.02905790099976,0.4195378956330173,0.8548943014705882,0.07270421800012628,0.6876303441316178,0.7621359223300971,2.02905790099976,,,,,,
16,17,small,0.2,1,0,0.0,2.026450409000063,0.38144882450647216,0.8681066176470589,0.0743437209998774,0.8014264717842768,0.7563106796116504,2.026450409000063,,,,,,
17,18,small,0.2,1,0,0.0,2.020082216999981,0.3401177901336375,0.8884420955882353,0.07444736500019644,0.6914715646540077,0.7728155339805826,2.020082216999981,,,,,,
18,19,small,0.2,1,0,0.0,2.011294137999812,0.3090171031653881,0.8971737132352942,0.07287660800011508,0.5655807856217171,0.8126213592233009,2.011294137999812,,,,,,
19,20,small,0.2,1,0,0.0,2.0057809710001493,0.27885094186400666,0.9070542279411765,0.07280953000008594,0.5932940816416323,0.8009708737864077,2.0057809710001493,,,,,,
20,21,small,0.2,1,0,0.0,2.005598073999863,0.2561203007969786,0.9170496323529411,0.07184210100012933,0.5705542934751048,0.8097087378640777,2.005598073999863,,,,,,
