frac,large,small,frac,small_std,large_std,small_iow,large_iow,duplication,transfer,deletion,transfer_bonus,dup_bonus
0.01,0.9725466886241498,0.9145040470482473,0.01,0.02499931772915819,0.0017866053233833367,0.04393476670453078,0.10197740828043333,0.4226930468965782,0.43082842999610393,0.018883115721029076,0.008135383099525717,0.40380993117554914
0.05,0.9707021228850466,0.9431165970293058,0.05,0.021525508498736513,0.0021090791808397553,0.07254731668558934,0.10013284254133015,0.697972212763346,0.724510708418621,0.03662954231994753,0.026538495655274996,0.6613426704433985
0.1,0.9699836604638181,0.9467256111978948,0.1,0.011830666630735415,0.0019406169285757636,0.07615633085417828,0.09941438012010162,0.7326942634225216,0.7660494463896923,0.04354181459743889,0.03335518296717066,0.6891524488250828
0.2,0.9693082452725864,0.958333892143808,0.2,0.003139012548357712,0.002462441407620205,0.08776461180009154,0.09873896492886991,0.8443766509781055,0.8888548898939327,0.05003993275115437,0.04447823891582714,0.7943367182269512
0.3,0.9684761846235256,0.9589036014187581,0.3,0.0034754113099351486,0.003019464602255092,0.08833432107504158,0.09790690427980908,0.8498577805558127,0.9022277001281755,0.05804512493345404,0.05236991957236281,0.7918126556223587
0.4,0.9661226974163535,0.9644097505007247,0.4,0.004692006249958592,0.0014918562795878249,0.09384047015700825,0.09555341707263698,0.9028320218389302,0.9820734101604488,0.08068784624621117,0.07924138832151861,0.822144175592719
0.5,0.9652543963192285,0.9652543963192286,0.5,0.004753774046662471,0.004753774046662479,0.0946851159755121,0.09468511597551199,0.910958294978672,1.000000000000001,0.08904170502132913,0.08904170502132913,0.8219165899573428
0.6,0.9644097505007247,0.9661226974163535,0.6,0.0014918562795878249,0.004692006249958592,0.09555341707263698,0.09384047015700825,0.9193121537537888,,0.09716797816106981,,0.822144175592719
0.7,0.9589036014187581,0.9684761846235256,0.7,0.003019464602255092,0.0034754113099351486,0.09790690427980908,0.08833432107504158,0.941954875066546,,0.15014221944418726,,0.7918126556223587
0.8,0.958333892143808,0.9693082452725864,0.8,0.002462441407620205,0.003139012548357712,0.09873896492886991,0.08776461180009154,0.9499600672488456,,0.15562334902189445,,0.7943367182269512
0.9,0.9467256111978948,0.9699836604638181,0.9,0.0019406169285757636,0.011830666630735415,0.09941438012010162,0.07615633085417828,0.9564581854025611,,0.26730573657747836,,0.6891524488250828
0.95,0.9431165970293058,0.9707021228850466,0.95,0.0021090791808397553,0.021525508498736513,0.10013284254133015,0.07254731668558934,0.9633704576800525,,0.302027787236654,,0.6613426704433985
0.99,0.9145040470482473,0.9725466886241498,0.99,0.0017866053233833367,0.02499931772915819,0.10197740828043333,0.04393476670453078,0.9811168842789709,,0.5773069531034218,,0.4038099311755491
