frac,large,small,frac,small_std,large_std,small_iow,large_iow,duplication,transfer,deletion,transfer_bonus,dup_bonus
0.01,0.9411880914269777,0.10327635327635327,0.01,0.04472174523062849,0.0027840755354930644,0.06481481481481481,0.9027265529654392,0.07157393399450887,0.07179894576258934,0.003133914651400227,0.0002250117680804714,0.06844001934310864
0.05,0.9406794435565186,0.5942752425343393,0.05,0.05804539510806877,0.0017261176449826464,0.5558137040728008,0.9022179050949801,0.6137759319719164,0.6160526198094994,0.0036956061290462916,0.002276687837583058,0.6100803258428701
0.1,0.9372107030193886,0.7491828720604248,0.1,0.0245803637022338,0.0035720625909927183,0.7107213335988863,0.8987491645578501,0.7848378795007956,0.7907894233743558,0.007526079254025042,0.005951543873560117,0.7773118002467706
0.2,0.9327726797780793,0.8404609604021045,0.2,0.014222359296448085,0.00091994441269063,0.8019994219405661,0.8943111413165409,0.8856347712111002,0.8967789675077958,0.012426915327492627,0.011144196296695608,0.8732078558836076
0.3,0.9269028165447694,0.8795675450470501,0.3,0.007726897415428759,0.005728596204834832,0.8411060065855117,0.8884412780832309,0.9288195294507896,0.9467209902720383,0.018908908754737386,0.01790146082124866,0.9099106206960522
0.4,0.9257273499682949,0.8968292302763764,0.4,0.0032293853497577536,0.003270828150710525,0.858367691814838,0.8872658115067564,0.9478813245476012,0.9674301440254487,0.020206957162307804,0.01954881947784748,0.9276743673852934
0.5,0.9119751753493286,0.9119751753493288,0.5,0.0025876523803340127,0.0025876523803340236,0.8735136368877904,0.8735136368877902,0.9646067425871845,1.0000000000000002,0.03539325741281574,0.03539325741281574,0.9292134851743687
0.6,0.8968292302763764,0.9257273499682949,0.6,0.003270828150710525,0.0032293853497577536,0.8872658115067564,0.858367691814838,0.9797930428376922,,0.05211867545239879,,0.9276743673852934
0.7,0.8795675450470501,0.9269028165447694,0.7,0.005728596204834832,0.007726897415428759,0.8884412780832309,0.8411060065855117,0.9810910912452626,,0.0711804705492104,,0.9099106206960522
0.8,0.8404609604021045,0.9327726797780793,0.8,0.00091994441269063,0.014222359296448085,0.8943111413165409,0.8019994219405661,0.9875730846725074,,0.11436522878889976,,0.8732078558836076
0.9,0.7491828720604248,0.9372107030193886,0.9,0.0035720625909927183,0.0245803637022338,0.8987491645578501,0.7107213335988863,0.992473920745975,,0.21516212049920436,,0.7773118002467706
0.95,0.5942752425343393,0.9406794435565186,0.95,0.0017261176449826464,0.05804539510806877,0.9022179050949801,0.5558137040728008,0.9963043938709537,,0.3862240680280836,,0.6100803258428701
0.99,0.10327635327635327,0.9411880914269777,0.99,0.0027840755354930644,0.04472174523062849,0.9027265529654392,0.06481481481481481,0.9968660853485998,,0.9284260660054912,,0.06844001934310862
